Región	Hotspot	Tipo de costa	Temporada	Promedio de individuos	Promedio límite inferior	Promedio límite superior	Distancia avistamiento (km)	Densidad lineal	Densidad lineal límite inferior	Densidad lineal límite superior	Latitud	Longitud
Coquimbo	Faro Punta Tortuga	ROCA	No reproductiva	0	0	0	0	0	0	0	-29.9334102	-71.3427528
Coquimbo	Faro Punta Tortuga	ROCA	Reproductiva	0	0	0	0	0	0	0	-29.9334102	-71.3427528
Coquimbo	Fuerte Lambert	OTRO	No reproductiva	0.105263158	0	0.315789474	0.6	0.175438596	0	0.526315789	-29.9339241	-71.3358271
Coquimbo	Fuerte Lambert	OTRO	Reproductiva	0.013157895	0	0.039473684	0.6	0.021929825	0	0.065789474	-29.9339241	-71.3358271
Coquimbo	El Membrillo (La Serena)	ARENA	No reproductiva	0.421052632	0.052631579	0.894736842	1	0.421052632	0.052631579	0.894736842	-29.9365228	-71.2844574
Coquimbo	El Membrillo (La Serena)	ARENA	Reproductiva	0.76	0.2	1.56	1	0.76	0.2	1.56	-29.9365228	-71.2844574
Coquimbo	Coquimbo--Emisario	ROCA	No reproductiva	1.307692308	0	2.844230769	0.5	2.615384615	0	5.688461538	-29.9491897	-71.3639581
Coquimbo	Coquimbo--Emisario	ROCA	Reproductiva	0.888888889	0	1.777777778	0.5	1.777777778	0	3.555555556	-29.9491897	-71.3639581
Coquimbo	Playa Peñuela	ARENA	Reproductiva	0.666666667	0	2	1	0.666666667	0	2	-29.9496316	-71.2967571
Coquimbo	Caleta de Peñuelas	ARENA	No reproductiva	0.526315789	0.131578947	1.051973684	1	0.526315789	0.131578947	1.051973684	-29.9526347	-71.3004326
Coquimbo	Caleta de Peñuelas	ARENA	Reproductiva	0.357142857	0.035714286	0.821428571	1	0.357142857	0.035714286	0.821428571	-29.9526347	-71.3004326
Coquimbo	Coquimbo--Puerto	OTRO	Reproductiva	0.116071429	0	0.294642857	0.8	0.145089286	0	0.368303571	-29.9556689	-71.3350224
Coquimbo	Coquimbo--Puerto	OTRO	No reproductiva	0	0	0	0.8	0	0	0	-29.9556689	-71.3350224
Coquimbo	Coquimbo--Playa Changa	ARENA	No reproductiva	7.62962963	4.722222222	11.01805556	1	7.62962963	4.722222222	11.01805556	-29.9598239	-71.3248301
Coquimbo	Coquimbo--Playa Changa	ARENA	Reproductiva	1.163636364	0.563636364	1.817727273	1	1.163636364	0.563636364	1.817727273	-29.9598239	-71.3248301
Coquimbo	Estero El Culebrón--Desembocadura	ARENA	No reproductiva	1.803956835	1.374145683	2.275134892	1	1.803956835	1.374145683	2.275134892	-29.9617015	-71.3218206
Coquimbo	Estero El Culebrón--Desembocadura	ARENA	Reproductiva	1.740186916	1.390654206	2.112056075	1	1.740186916	1.390654206	2.112056075	-29.9617015	-71.3218206
Coquimbo	Humedal El Culebrón--Sector Baquedano	ARENA	No reproductiva	0.795918367	0.040816327	2.244387755	1	0.795918367	0.040816327	2.244387755	-29.9634325	-71.3268902
Coquimbo	Humedal El Culebrón--Sector Baquedano	ARENA	Reproductiva	0.109090909	0	0.290909091	1	0.109090909	0	0.290909091	-29.9634325	-71.3268902
Coquimbo	Caleta de Guayacán	OTRO	No reproductiva	0	0	0	0	0	0	0	-29.9672622	-71.350124
Coquimbo	Caleta de Guayacán	OTRO	Reproductiva	0	0	0	0	0	0	0	-29.9672622	-71.350124
Coquimbo	Estero El Culebrón--Sector oriente	ARENA	Reproductiva	0.4	0	1.2	0.3	1.333333333	0	4	-29.9674579	-71.3146145
Coquimbo	Bahía La Herradura	OTRO	Reproductiva	0.272727273	0	0.818181818	0.48	0.568181818	0	1.704545455	-29.9719181	-71.3620377
Coquimbo	Playa La Herradura	ARENA	No reproductiva	0.266666667	0	0.8	1	0.266666667	0	0.8	-29.9800668	-71.3527036
Coquimbo	Playa La Herradura	ARENA	Reproductiva	0.085714286	0	0.228571429	1	0.085714286	0	0.228571429	-29.9800668	-71.3527036
Coquimbo	Humedal La Rosa--Desembocadura	ARENA	No reproductiva	0	0	0	0	0	0	0	-29.9838503	-71.3573458
Coquimbo	Humedal La Rosa--Desembocadura	ARENA	Reproductiva	0	0	0	0	0	0	0	-29.9838503	-71.3573458
Coquimbo	El Panul	ROCA	No reproductiva	0	0	0	0	0	0	0	-29.9946232	-71.3872266
Coquimbo	El Panul	ROCA	Reproductiva	0	0	0	0	0	0	0	-29.9946232	-71.3872266
Coquimbo	Totoralillo	ARENA	No reproductiva	1.36	0.48	2.44	1	1.36	0.48	2.44	-30.072845	-71.3760495
Coquimbo	Totoralillo	ARENA	Reproductiva	2.3125	0.6875	4.1875	1	2.3125	0.6875	4.1875	-30.072845	-71.3760495
Coquimbo	Las Tacas	ARENA	No reproductiva	2	0	6	0.52	3.846153846	0	11.53846154	-30.0847215	-71.3715701
Coquimbo	Las Tacas	ARENA	Reproductiva	2.5	0	7.5	0.52	4.807692308	0	14.42307692	-30.0847215	-71.3715701
Coquimbo	Humedal Lagunillas	ESTUARIO	No reproductiva	9.319148936	3.915425532	16.57393617	0.7	13.31306991	5.593465046	23.67705167	-30.117958	-71.3705349
Coquimbo	Humedal Lagunillas	ESTUARIO	Reproductiva	8.742424242	5.39469697	12.06060606	0.7	12.48917749	7.706709957	17.22943723	-30.117958	-71.3705349
Coquimbo	Humedal Lagunillas--Playa	ESTUARIO	No reproductiva	24.66666667	8	36	1	24.66666667	8	36	-30.1200021	-71.3727658
Coquimbo	Humedal Lagunillas--Playa	ESTUARIO	Reproductiva	15.18181818	6.638636364	24.63181818	1	15.18181818	6.638636364	24.63181818	-30.1200021	-71.3727658
Coquimbo	Playa Morrillos	ARENA	Reproductiva	2.444444444	0.333333333	4.886111111	1	2.444444444	0.333333333	4.886111111	-30.1563504	-71.375501
Coquimbo	Guanaqueros--Playa	ARENA	No reproductiva	9.925373134	8.462686567	11.46268657	1	9.925373134	8.462686567	11.46268657	-30.1758552	-71.3874663
Coquimbo	Guanaqueros--Playa	ARENA	Reproductiva	2.4	0	7.2	1	2.4	0	7.2	-30.1758552	-71.3874663
Coquimbo	Guanaqueros--Playa y Muelle Artesanal	ROCA	No reproductiva	10.8	0	22	0.6	18	0	36.66666667	-30.1830454	-71.4403968
Coquimbo	Guanaqueros--Playa y Muelle Artesanal	ROCA	Reproductiva	0.5	0	1.5	0.6	0.833333333	0	2.5	-30.1830454	-71.4403968
Coquimbo	Caleta la Safa del Loco Careo	OTRO	No reproductiva	0.333333333	0	1	0.3	1.111111111	0	3.333333333	-30.1925649	-71.4319602
Coquimbo	Guanaqueros--Caleta	OTRO	No reproductiva	0	0	0	0	0	0	0	-30.1942008	-71.4309046
Coquimbo	Guanaqueros--Caleta	OTRO	Reproductiva	0	0	0	0	0	0	0	-30.1942008	-71.4309046
Coquimbo	Guanaqueros--Bahía Club Camping	ARENA	Reproductiva	3.428571429	1.432142857	5.285714286	1	3.428571429	1.432142857	5.285714286	-30.1969302	-71.4229238
Coquimbo	Punta Lengua de Vaca	ROCA	No reproductiva	2	0	6	0.6	3.333333333	0	10	-30.2455144	-71.6329395
Coquimbo	Punta Lengua de Vaca	ROCA	Reproductiva	1.5	0	4.5	0.6	2.5	0	7.5	-30.2455144	-71.6329395
Coquimbo	Estero Barnes--Desembocadura	ARENA	Reproductiva	6.1	1.8	11.1	1	6.1	1.8	11.1	-30.2470239	-71.478933
Coquimbo	Tongoy--Península y Frente Oceánico	OTRO	Reproductiva	0.142857143	0	0.428571429	0.6	0.238095238	0	0.714285714	-30.2515769	-71.5059144
Coquimbo	Tongoy--Península y Frente Oceánico	OTRO	No reproductiva	0	0	0	0.6	0	0	0	-30.2515769	-71.5059144
Coquimbo	Estero Tongoy--Desembocadura	ESTUARIO	No reproductiva	15.03070175	10.76820175	20.69199561	0.4	37.57675439	26.92050439	51.72998904	-30.25497	-71.49359
Coquimbo	Estero Tongoy--Desembocadura	ESTUARIO	Reproductiva	13.29292929	11.57037037	15.03005051	0.4	33.23232323	28.92592593	37.57512626	-30.25497	-71.49359
Coquimbo	Refugio Chipipe	ARENA	No reproductiva	0.093023256	0	0.372093023	1	0.093023256	0	0.372093023	-30.2576169	-71.4714906
Coquimbo	Refugio Chipipe	ARENA	Reproductiva	0.0625	0	0.25	1	0.0625	0	0.25	-30.2576169	-71.4714906
Coquimbo	Tongoy--Playa Grande	OTRO	No reproductiva	0.423728814	0.101694915	0.86440678	0.7	0.605326877	0.14527845	1.234866828	-30.2577305	-71.4962445
Coquimbo	Tongoy--Playa Grande	OTRO	Reproductiva	1.711864407	0.881355932	2.711440678	0.7	2.445520581	1.259079903	3.873486683	-30.2577305	-71.4962445
Coquimbo	Centro Recreacional Aeronáutica Tongoy	ARENA	Reproductiva	9.6	0	23.97	1	9.6	0	23.97	-30.2616273	-71.4869808
Coquimbo	SN Humedales de Tongoy--Salinas Chicas	ESTUARIO	No reproductiva	2.065934066	1.428571429	2.78021978	0.7	2.95133438	2.040816327	3.971742543	-30.2828485	-71.5062434
Coquimbo	SN Humedales de Tongoy--Salinas Chicas	ESTUARIO	Reproductiva	4.056603774	2.698349057	5.593867925	0.7	5.795148248	3.854784367	7.991239892	-30.2828485	-71.5062434
Coquimbo	SN Humedales de Tongoy--Humedal El Litre	ESTUARIO	No reproductiva	0.333333333	0	1	0.7	0.476190476	0	1.428571429	-30.2894259	-71.5165268
Coquimbo	SN Humedales de Tongoy--Humedal El Litre	ESTUARIO	Reproductiva	6.166666667	1.25	12.66666667	0.7	8.80952381	1.785714286	18.0952381	-30.2894259	-71.5165268
Coquimbo	Puerto Aldea	ROCA	No reproductiva	7	2.863636364	12.49602273	0.55	12.72727273	5.20661157	22.72004132	-30.2920896	-71.6084683
Coquimbo	Puerto Aldea	ROCA	Reproductiva	3.551020408	2.143367347	5.222959184	0.55	6.456400742	3.89703154	9.496289425	-30.2920896	-71.6084683
Coquimbo	Tongoy--Bahía	ESTUARIO	Reproductiva	3.222222222	0.555555556	7.111111111	0.7	4.603174603	0.793650794	10.15873016	-30.2944982	-71.5316391
Coquimbo	Tongoy--Bahía	ESTUARIO	No reproductiva	0	0	0	0.7	0	0	0	-30.2944982	-71.5316391
Coquimbo	SN Humedales de Tongoy--Salinas Grande	ESTUARIO	No reproductiva	4.467391304	2.869836957	6.69375	0.7	6.381987578	4.099767081	9.5625	-30.2981285	-71.537872
Coquimbo	SN Humedales de Tongoy--Salinas Grande	ESTUARIO	Reproductiva	4.035714286	2.839732143	5.356919643	0.7	5.765306122	4.056760204	7.652742347	-30.2981285	-71.537872
Coquimbo	Puerto Aldea--Playa	ARENA	No reproductiva	11.5	4.166666667	20	1	11.5	4.166666667	20	-30.3000929	-71.6031193
Coquimbo	Puerto Aldea--Playa	ARENA	Reproductiva	5	0	15	1	5	0	15	-30.3000929	-71.6031193
Coquimbo	SN Humedales de Tongoy--Estero Pachingo Desembocadura	ESTUARIO	No reproductiva	6.258064516	4.637298387	8.241532258	0.7	8.940092166	6.624711982	11.77361751	-30.3052065	-71.5723658
Coquimbo	SN Humedales de Tongoy--Estero Pachingo Desembocadura	ESTUARIO	Reproductiva	7.893442623	6.237909836	9.835245902	0.7	11.2763466	8.911299766	14.05035129	-30.3052065	-71.5723658
Coquimbo	Caleta Talcaruca	ROCA	No reproductiva	0	0	0	0	0	0	0	-30.4725706	-71.6920996
Coquimbo	Caleta Talcaruca	ROCA	Reproductiva	0	0	0	0	0	0	0	-30.4725706	-71.6920996
Coquimbo	Río Limarí--Desembocadura	ESTUARIO	No reproductiva	12.78947368	7.763815789	19.47302632	0.64	19.98355263	12.13096217	30.42660362	-30.7277447	-71.6954041
Coquimbo	Río Limarí--Desembocadura	ESTUARIO	Reproductiva	5.258064516	3.677419355	7.354435484	0.64	8.215725806	5.745967742	11.49130544	-30.7277447	-71.6954041
Coquimbo	Humedal La Cebada	ROCA	Reproductiva	0.066666667	0	0.2	0.4	0.166666667	0	0.5	-30.9759753	-71.6457821
Coquimbo	Humedal Caleta Teniente	ARENA	Reproductiva	0.071428571	0	0.214285714	0.9	0.079365079	0	0.238095238	-31.0064514	-71.644249
Coquimbo	Caleta Sierra	ROCA	Reproductiva	0	0	0	0	0	0	0	-31.145656	-71.6623417
Coquimbo	Puerto Oscuro--Caleta	OTRO	No reproductiva	0	0	0	0	0	0	0	-31.422694	-71.5930939
Coquimbo	Puerto Oscuro--Caleta	OTRO	Reproductiva	0	0	0	0	0	0	0	-31.422694	-71.5930939
Coquimbo	Caleta de Puerto Manso	ROCA	No reproductiva	0	0	0	0	0	0	0	-31.5117245	-71.5696353
Coquimbo	Playa Agua Dulce	ARENA	No reproductiva	1.222222222	0.336111111	2.222222222	0.54	2.263374486	0.622427984	4.115226337	-31.5173373	-71.571579
Coquimbo	Playa Agua Dulce	ARENA	Reproductiva	1.75	0.5	3.4328125	0.54	3.240740741	0.925925926	6.357060185	-31.5173373	-71.571579
Coquimbo	Agua Dulce	ARENA	No reproductiva	0.5	0	1.5	0.58	0.862068966	0	2.586206897	-31.5204483	-71.5658064
Coquimbo	Agua Dulce	ARENA	Reproductiva	0.285714286	0	0.857142857	0.58	0.492610837	0	1.477832512	-31.5204483	-71.5658064
Coquimbo	Huentelauquén--Playa Pilicura	ARENA	Reproductiva	11.75	5.25	16.5	0.55	21.36363636	9.545454545	30	-31.5695947	-71.5706652
Coquimbo	Huentelauquén--Playa Pilicura	ARENA	No reproductiva	0	0	0	0.55	0	0	0	-31.5695947	-71.5706652
Coquimbo	Huentelauquén--Playa La Barca	ARENA	Reproductiva	3.75	1.75	5.5	1	3.75	1.75	5.5	-31.5797059	-71.5720764
Coquimbo	Huentelauquén--Playa Ventanas	ARENA	No reproductiva	7	1.2	14.6	1	7	1.2	14.6	-31.601913	-71.5732012
Coquimbo	Huentelauquén--Playa Ventanas	ARENA	Reproductiva	13.42857143	1.435714286	28.71428571	1	13.42857143	1.435714286	28.71428571	-31.601913	-71.5732012
Coquimbo	Huentelauquén--Estepa arbustiva	ARENA	No reproductiva	12.66666667	0	38	1	12.66666667	0	38	-31.6035461	-71.5648556
Coquimbo	Huentelauquén--Salina Las Ventanas	ARENA	Reproductiva	0.222222222	0	0.666666667	1	0.222222222	0	0.666666667	-31.6072056	-71.5704614
Coquimbo	Huentelauquén--Terrenos agrícolas	ARENA	No reproductiva	6.5	0	19.5	1	6.5	0	19.5	-31.6105316	-71.5607448
Coquimbo	Huentelauquén--Terrenos agrícolas	ARENA	Reproductiva	1.8	0.4	3.8	1	1.8	0.4	3.8	-31.6105316	-71.5607448
Coquimbo	Playa Salinas	ESTUARIO	No reproductiva	21.4	7.068333333	45.93166667	1	21.4	7.068333333	45.93166667	-31.6199566	-71.5614195
Coquimbo	Playa Salinas	ESTUARIO	Reproductiva	37.2	12.94333333	68.86166667	1	37.2	12.94333333	68.86166667	-31.6199566	-71.5614195
Coquimbo	Río Choapa--Desembocadura	ESTUARIO	No reproductiva	97.47142857	73.71178571	128.22	1	97.47142857	73.71178571	128.22	-31.6204244	-71.5592766
Coquimbo	Río Choapa--Desembocadura	ESTUARIO	Reproductiva	62.83892617	46.93741611	81.51107383	1	62.83892617	46.93741611	81.51107383	-31.6204244	-71.5592766
Coquimbo	Estero Chigualoco--Desembocadura	ESTUARIO	No reproductiva	3.358490566	1.698113208	5.527830189	0.25	13.43396226	6.79245283	22.11132075	-31.7518355	-71.5149987
Coquimbo	Estero Chigualoco--Desembocadura	ESTUARIO	Reproductiva	2.451612903	1.5	3.773790323	0.25	9.806451613	6	15.09516129	-31.7518355	-71.5149987
Coquimbo	Chigualoco--Caleta	ARENA	No reproductiva	2.5	0	5	0.3	8.333333333	0	16.66666667	-31.7520771	-71.5204168
Coquimbo	Chigualoco--Caleta	ARENA	Reproductiva	1	0	2	0.3	3.333333333	0	6.666666667	-31.7520771	-71.5204168
Coquimbo	Playa Chigualoco	ARENA	No reproductiva	4.285714286	2.095238095	6.617857143	1	4.285714286	2.095238095	6.617857143	-31.7564294	-71.5101361
Coquimbo	Playa Chigualoco	ARENA	Reproductiva	3.571428571	1.142857143	7.045238095	1	3.571428571	1.142857143	7.045238095	-31.7564294	-71.5101361
Coquimbo	Playa Ñague	ARENA	No reproductiva	15.83333333	1.166666667	38.99166667	1	15.83333333	1.166666667	38.99166667	-31.8484289	-71.5208054
Coquimbo	Playa Ñague	ARENA	Reproductiva	4.571428571	1.571428571	7.857142857	1	4.571428571	1.571428571	7.857142857	-31.8484289	-71.5208054
Coquimbo	Playa Amarilla (Los Vilos)	ARENA	No reproductiva	9.888888889	4.336111111	17	1	9.888888889	4.336111111	17	-31.8707096	-71.5003935
Coquimbo	Playa Amarilla (Los Vilos)	ARENA	Reproductiva	13.4	6.7	21.7	1	13.4	6.7	21.7	-31.8707096	-71.5003935
Coquimbo	SN Laguna Conchalí	ESTUARIO	No reproductiva	10.43333333	6.726833333	14.78566667	0.7	14.9047619	9.609761905	21.12238095	-31.8780678	-71.4966631
Coquimbo	SN Laguna Conchalí	ESTUARIO	Reproductiva	7.506578947	5.375328947	10.00427632	0.7	10.72368421	7.679041353	14.29182331	-31.8780678	-71.4966631
Coquimbo	Punta Chungo--Costa rocosa	ARENA	No reproductiva	23.625	8.875	43.49375	0.6	39.375	14.79166667	72.48958333	-31.8841135	-71.5013995
Coquimbo	Punta Chungo--Costa rocosa	ARENA	Reproductiva	9.75	0	27.75	0.6	16.25	0	46.25	-31.8841135	-71.5013995
Coquimbo	Los Vilos--Playa	ARENA	No reproductiva	7.307692308	1.230769231	16.22692308	1	7.307692308	1.230769231	16.22692308	-31.8934089	-71.4956117
Coquimbo	Los Vilos--Playa	ARENA	Reproductiva	9.5625	2.0625	20.8078125	1	9.5625	2.0625	20.8078125	-31.8934089	-71.4956117
Coquimbo	Los Vilos--Bahía	ARENA	Reproductiva	0.333333333	0	1	1	0.333333333	0	1	-31.9006054	-71.5017305
Coquimbo	Los Vilos--Muelle Viejo	OTRO	No reproductiva	0	0	0	0	0	0	0	-31.9082434	-71.5125418
Coquimbo	Los Vilos--Muelle Viejo	OTRO	Reproductiva	0	0	0	0	0	0	0	-31.9082434	-71.5125418
Coquimbo	Los Vilos--Caleta San Pedro	ARENA	No reproductiva	0.2	0	0.6	0.5	0.4	0	1.2	-31.908343	-71.5091243
Coquimbo	Los Vilos--Caleta San Pedro	ARENA	Reproductiva	0.194444444	0	0.582638889	0.5	0.388888889	0	1.165277778	-31.908343	-71.5091243
Coquimbo	Los Vilos--Litoral rocoso	OTRO	No reproductiva	0.090909091	0	0.227272727	0.6	0.151515152	0	0.378787879	-31.9098903	-71.51752
Coquimbo	Los Vilos--Litoral rocoso	OTRO	Reproductiva	0.181818182	0	0.545454545	0.6	0.303030303	0	0.909090909	-31.9098903	-71.51752
Coquimbo	Los Vilos--Caleta Las Conchas	OTRO	Reproductiva	0.4	0	1.2	0.35	1.142857143	0	3.428571429	-31.9125318	-71.5176021
Coquimbo	Los Vilos--Caleta Las Conchas	OTRO	No reproductiva	0	0	0	0.35	0	0	0	-31.9125318	-71.5176021
Coquimbo	Los Vilos	ARENA	Reproductiva	0.030769231	0	0.092307692	0.75	0.041025641	0	0.123076923	-31.9136023	-71.5056539
Coquimbo	Punta Quelén--Roqueríos y matorral	ROCA	Reproductiva	0.4	0	1.2	0.6	0.666666667	0	2	-32.1115691	-71.5286113
Coquimbo	Río Quilimarí--Desembocadura	ESTUARIO	No reproductiva	32.90243902	22.09817073	45.38170732	0.7	47.00348432	31.56881533	64.83101045	-32.1185653	-71.5119839
Coquimbo	Río Quilimarí--Desembocadura	ESTUARIO	Reproductiva	15.96969697	12.47550505	19.60606061	0.7	22.81385281	17.82215007	28.00865801	-32.1185653	-71.5119839
Coquimbo	Bahía de Pichidangui	ARENA	No reproductiva	3.5	0.25	9.25	1	3.5	0.25	9.25	-32.1261406	-71.51362
Coquimbo	Bahía de Pichidangui	ARENA	Reproductiva	2.5	1.25	3.9	1	2.5	1.25	3.9	-32.1261406	-71.51362
Coquimbo	Pichidangui--Mirador Costero	OTRO	Reproductiva	0.333333333	0	1	0.4	0.833333333	0	2.5	-32.1347362	-71.5351313
Coquimbo	Pichidangui--Mirador Costero	OTRO	No reproductiva	0	0	0	0.4	0	0	0	-32.1347362	-71.5351313
Coquimbo	Pichidangui--Caleta	OTRO	No reproductiva	1.428571429	0	4.285714286	0.4	3.571428571	0	10.71428571	-32.1358152	-71.5293191
Coquimbo	Pichidangui--Caleta	OTRO	Reproductiva	0.148148148	0	0.37037037	0.4	0.37037037	0	0.925925926	-32.1358152	-71.5293191
Coquimbo	Estero Pichidangui--Desembocadura	ARENA	No reproductiva	1.1	0.266666667	2.033333333	0.8	1.375	0.333333333	2.541666667	-32.1386449	-71.5257812
Coquimbo	Estero Pichidangui--Desembocadura	ARENA	Reproductiva	1.090909091	0.454545455	1.848484848	0.8	1.363636364	0.568181818	2.310606061	-32.1386449	-71.5257812
Coquimbo	Pichidangui	ARENA	No reproductiva	1.25	0	3.416666667	0.8	1.5625	0	4.270833333	-32.1392445	-71.5294075
Coquimbo	Pichidangui	ARENA	Reproductiva	0.611111111	0.055555556	1.444444444	0.8	0.763888889	0.069444444	1.805555556	-32.1392445	-71.5294075
Coquimbo	Iglesia Santa Teresa de Pichidangui	OTRO	No reproductiva	0.666666667	0	2	0.4	1.666666667	0	5	-32.139537	-71.533149
Coquimbo	Iglesia Santa Teresa de Pichidangui	OTRO	Reproductiva	0	0	0	0.4	0	0	0	-32.139537	-71.533149
Coquimbo	Pichidangui--Bosque	ARENA	Reproductiva	0.357142857	0	0.857142857	1	0.357142857	0	0.857142857	-32.1398718	-71.5176862
Coquimbo	Pichidangui--Parque Urbano Pichidangui	OTRO	Reproductiva	0.625	0	1.875	0.22	2.840909091	0	8.522727273	-32.1402254	-71.5301766
Coquimbo	Pichidangui--Sector Roqueríos	OTRO	Reproductiva	0	0	0	0	0	0	0	-32.1416782	-71.5342
Valparaíso	Isla Pájaros norte	ROCA	No reproductiva	0	0	0	0	0	0	0	-32.2336404	-71.5265107
Valparaíso	Isla Pájaros norte	ROCA	Reproductiva	0	0	0	0	0	0	0	-32.2336404	-71.5265107
Valparaíso	Punta Molles--Bioparque Puquén	ROCA	No reproductiva	0	0	0	0	0	0	0	-32.2349109	-71.5268755
Valparaíso	Punta Molles--Bioparque Puquén	ROCA	Reproductiva	0	0	0	0	0	0	0	-32.2349109	-71.5268755
Valparaíso	Estero Los Molles (norte)--Desembocadura	ARENA	No reproductiva	0.666666667	0.133333333	1.6	1	0.666666667	0.133333333	1.6	-32.2360271	-71.5078318
Valparaíso	Estero Los Molles (norte)--Desembocadura	ARENA	Reproductiva	2.739130435	0.956521739	4.913043478	1	2.739130435	0.956521739	4.913043478	-32.2360271	-71.5078318
Valparaíso	Los Molles--Parque Puquén	ROCA	No reproductiva	0.094736842	0.010526316	0.2	0.3	0.315789474	0.035087719	0.666666667	-32.2371252	-71.5230989
Valparaíso	Los Molles--Parque Puquén	ROCA	Reproductiva	0.387096774	0.032258065	1.04483871	0.3	1.290322581	0.107526882	3.482795699	-32.2371252	-71.5230989
Valparaíso	Playa Los Molles	ARENA	No reproductiva	3.058823529	1.119117647	5.117647059	1	3.058823529	1.119117647	5.117647059	-32.2372318	-71.5045695
Valparaíso	Playa Los Molles	ARENA	Reproductiva	4.28	2.921	5.959	1	4.28	2.921	5.959	-32.2372318	-71.5045695
Valparaíso	Los Molles	ARENA	No reproductiva	1.176470588	0.235294118	2.469852941	0.5	2.352941176	0.470588235	4.939705882	-32.2374096	-71.5137005
Valparaíso	Los Molles	ARENA	Reproductiva	2.204081633	0.87755102	3.938265306	0.5	4.408163265	1.755102041	7.876530612	-32.2374096	-71.5137005
Valparaíso	Estero Los Molles--Desembocadura	ARENA	No reproductiva	0.705882353	0.235294118	1.294117647	0.5	1.411764706	0.470588235	2.588235294	-32.2380055	-71.4980525
Valparaíso	Estero Los Molles--Desembocadura	ARENA	Reproductiva	2.62962963	1.297222222	4.035185185	0.5	5.259259259	2.594444444	8.07037037	-32.2380055	-71.4980525
Valparaíso	Polcura--Playa Arenosa y Dunas	ARENA	Reproductiva	8.363636364	4.456818182	12.72727273	1	8.363636364	4.456818182	12.72727273	-32.2635406	-71.4762929
Valparaíso	Guaquen--Borde Costero	ROCA	No reproductiva	0.111111111	0	0.333333333	0.6	0.185185185	0	0.555555556	-32.2894718	-71.4752561
Valparaíso	Guaquen--Borde Costero	ROCA	Reproductiva	0.1	0	0.3	0.6	0.166666667	0	0.5	-32.2894718	-71.4752561
Valparaíso	Polcura--Playa Rocosa	ROCA	Reproductiva	0.222222222	0	0.666666667	0.3	0.740740741	0	2.222222222	-32.3068779	-71.4733329
Valparaíso	Polcura--Playa Rocosa	ROCA	No reproductiva	0	0	0	0.3	0	0	0	-32.3068779	-71.4733329
Valparaíso	Pichicuy--Pueblo	ARENA	No reproductiva	0.166666667	0	0.5	1	0.166666667	0	0.5	-32.341663	-71.4535224
Valparaíso	Pichicuy--Pueblo	ARENA	Reproductiva	0.071428571	0	0.214285714	1	0.071428571	0	0.214285714	-32.341663	-71.4535224
Valparaíso	Pichicuy--Playa rocosa	ROCA	Reproductiva	0.555555556	0	1.444444444	0.6	0.925925926	0	2.407407407	-32.3421887	-71.4706349
Valparaíso	Pichicuy--Playa	ARENA	No reproductiva	9.090909091	2.727272727	17.36136364	1	9.090909091	2.727272727	17.36136364	-32.3452706	-71.4496171
Valparaíso	Pichicuy--Playa	ARENA	Reproductiva	4.571428571	1.785714286	8.428571429	1	4.571428571	1.785714286	8.428571429	-32.3452706	-71.4496171
Valparaíso	Pichicuy--Puerto	OTRO	No reproductiva	0.333333333	0	1	0.2	1.666666667	0	5	-32.345517	-71.460052
Valparaíso	Pichicuy--Puerto	OTRO	Reproductiva	1	0	3	0.2	5	0	15	-32.345517	-71.460052
Valparaíso	Pichicuy--Humedal	ESTUARIO	No reproductiva	41.01030928	31.56726804	51.75180412	1	41.01030928	31.56726804	51.75180412	-32.3469021	-71.4466238
Valparaíso	Pichicuy--Humedal	ESTUARIO	Reproductiva	18.8125	15.80640625	22.074375	1	18.8125	15.80640625	22.074375	-32.3469021	-71.4466238
Valparaíso	SN Humedal Salinas de Pullally y Dunas de Longotoma--Desembocadura	ARENA	No reproductiva	145	98.88644068	199.4940678	1	145	98.88644068	199.4940678	-32.4101103	-71.4107895
Valparaíso	SN Humedal Salinas de Pullally y Dunas de Longotoma--Desembocadura	ARENA	Reproductiva	55.37430168	42.56173184	69.22388268	1	55.37430168	42.56173184	69.22388268	-32.4101103	-71.4107895
Valparaíso	SN Humedal Salinas de Pullally y Dunas de Longotoma--Punta La Ligua	ROCA	No reproductiva	7	0	11	0.6	11.66666667	0	18.33333333	-32.41017	-71.42379
Valparaíso	SN Humedal Salinas de Pullally y Dunas de Longotoma--Punta La Ligua	ROCA	Reproductiva	31.44444444	2.888888889	72.61944444	0.6	52.40740741	4.814814815	121.0324074	-32.41017	-71.42379
Valparaíso	Sendero a Las Playillas	ROCA	No reproductiva	0.636363636	0	1.727272727	0.4	1.590909091	0	4.318181818	-32.4782646	-71.4315214
Valparaíso	Sendero a Las Playillas	ROCA	Reproductiva	0.846153846	0.307692308	1.384615385	0.4	2.115384615	0.769230769	3.461538462	-32.4782646	-71.4315214
Valparaíso	Playa Los Lilenes	ARENA	No reproductiva	2.333333333	0	4	0.4	5.833333333	0	10	-32.488622	-71.433324
Valparaíso	Playa Los Lilenes	ARENA	Reproductiva	2.076923077	0.230769231	4.384615385	0.4	5.192307692	0.576923077	10.96153846	-32.488622	-71.433324
Valparaíso	Punta Pite--Sendero	ROCA	Reproductiva	1.333333333	0.666666667	2	0.25	5.333333333	2.666666667	8	-32.5000111	-71.4656323
