Región	Hotspot	Tipo de costa	Temporada	Promedio de individuos	Promedio límite inferior	Promedio límite superior	Distancia avistamiento (km)	Densidad lineal	Densidad lineal límite inferior	Densidad lineal límite superior	Latitud	Longitud
Valparaíso	Estero Cartagena--Desembocadura (Humedal Urbano)	ARENA	No reproductiva	92.72020725	82.33510363	102.9398964	0.3	309.0673575	274.4503454	343.1329879	-33.530377	-71.6023207
Valparaíso	Estero Cartagena--Desembocadura (Humedal Urbano)	ARENA	Reproductiva	26.18145161	21.97641129	31.1015121	0.3	87.27150538	73.2547043	103.671707	-33.530377	-71.6023207
Valparaíso	Estero Cartagena--Entre puente y desembocadura (Humedal Urbano)	ARENA	No reproductiva	3.874285714	0.948714286	7.578857143	0.6	6.457142857	1.581190476	12.63142857	-33.532112	-71.5979004
Valparaíso	Estero Cartagena--Entre puente y desembocadura (Humedal Urbano)	ARENA	Reproductiva	1.79558011	0.326104972	4.081491713	0.6	2.992633517	0.543508287	6.802486188	-33.532112	-71.5979004
Valparaíso	Estero Cartagena--Puente San Sebastián (G-98-F)	ARENA	Reproductiva	0.117647059	0	0.352941176	0.2	0.588235294	0	1.764705882	-33.5341645	-71.5934265
Valparaíso	Cartagena--Playa Grande frente al Humedal	ARENA	No reproductiva	18.49056604	12.08899371	25.63349057	1	18.49056604	12.08899371	25.63349057	-33.5347592	-71.603474
Valparaíso	Cartagena--Playa Grande frente al Humedal	ARENA	Reproductiva	8.75	6.838229167	11.08927083	1	8.75	6.838229167	11.08927083	-33.5347592	-71.603474
Valparaíso	Humedal Urbano Cartagena	ARENA	No reproductiva	20.65858586	16.69994949	25.47040404	0.73	28.29943268	22.87664314	34.89096444	-33.5350454	-71.6022348
Valparaíso	Humedal Urbano Cartagena	ARENA	Reproductiva	22.55210918	20.38216501	25.12192928	0.73	30.89330025	27.92077399	34.41360175	-33.5350454	-71.6022348
Valparaíso	Cartagena--Dunas	ARENA	Reproductiva	1.4	0	3.8	1	1.4	0	3.8	-33.5351706	-71.5962911
Valparaíso	Cartagena--Playa Grande	ARENA	No reproductiva	4.043478261	0.565217391	9.607608696	1	4.043478261	0.565217391	9.607608696	-33.5397324	-71.6030978
Valparaíso	Cartagena--Playa Grande	ARENA	Reproductiva	4.588235294	1.352941176	10.99705882	1	4.588235294	1.352941176	10.99705882	-33.5397324	-71.6030978
Valparaíso	Cartagena	ARENA	No reproductiva	0.040816327	0	0.12244898	1	0.040816327	0	0.12244898	-33.546903	-71.5910769
Valparaíso	Cartagena--Playa Chica	ARENA	No reproductiva	2.916666667	0.75	5.829166667	0.39	7.478632479	1.923076923	14.9465812	-33.5493351	-71.6063547
Valparaíso	Cartagena--Playa Chica	ARENA	Reproductiva	1.666666667	0.166666667	3.722222222	0.39	4.273504274	0.427350427	9.544159544	-33.5493351	-71.6063547
Valparaíso	Cartagena--Caleta Vieja	ROCA	No reproductiva	0.375	0	1.125	0.28	1.339285714	0	4.017857143	-33.551753	-71.6211149
Valparaíso	Cartagena--Caleta Vieja	ROCA	Reproductiva	0.416666667	0	1	0.28	1.488095238	0	3.571428571	-33.551753	-71.6211149
Valparaíso	Rocas de San Antonio--Lobera	ROCA	No reproductiva	0.083333333	0	0.25	0.53	0.157232704	0	0.471698113	-33.553853	-71.6279381
Valparaíso	Rocas de San Antonio--Lobera	ROCA	Reproductiva	0.333333333	0	1	0.53	0.628930818	0	1.886792453	-33.553853	-71.6279381
Valparaíso	Rocas de San Antonio	ROCA	Reproductiva	0.088235294	0	0.264705882	0.5	0.176470588	0	0.529411765	-33.5544603	-71.6259882
Valparaíso	San Antonio--Borde Costero Norte	ROCA	No reproductiva	0.114285714	0	0.314285714	0.6	0.19047619	0	0.523809524	-33.5777374	-71.6260564
Valparaíso	San Antonio--Borde Costero Norte	ROCA	Reproductiva	0.176470588	0	0.529411765	0.6	0.294117647	0	0.882352941	-33.5777374	-71.6260564
Valparaíso	San Antonio--Caleta	OTRO	No reproductiva	0	0	0	0	0	0	0	-33.581961	-71.6145381
Valparaíso	San Antonio--Caleta	OTRO	Reproductiva	0	0	0	0	0	0	0	-33.581961	-71.6145381
Valparaíso	Humedal Ojos de Mar--Laguna Llolleo norte	ESTUARIO	No reproductiva	0.213333333	0	0.52	0.5	0.426666667	0	1.04	-33.6044567	-71.6222363
Valparaíso	Humedal Ojos de Mar--Laguna Llolleo norte	ESTUARIO	Reproductiva	0.138613861	0	0.396039604	0.5	0.277227723	0	0.792079208	-33.6044567	-71.6222363
Valparaíso	Llolleo--Playa	ESTUARIO	No reproductiva	9.588235294	3.059313725	22.14852941	0.7	13.69747899	4.370448179	31.6407563	-33.6063364	-71.6271633
Valparaíso	Llolleo--Playa	ESTUARIO	Reproductiva	11.37096774	6.161693548	18.08064516	0.7	16.24423963	8.802419355	25.82949309	-33.6063364	-71.6271633
Valparaíso	Humedal Ojos de Mar	ESTUARIO	No reproductiva	6.25	3.154326923	10.384375	1	6.25	3.154326923	10.384375	-33.6068636	-71.6231185
Valparaíso	Humedal Ojos de Mar	ESTUARIO	Reproductiva	6.67539267	4.922120419	8.858115183	1	6.67539267	4.922120419	8.858115183	-33.6068636	-71.6231185
Valparaíso	Humedal Ojos de Mar--Laguna Llolleo sur	ESTUARIO	No reproductiva	1.724137931	0.552155172	3.499137931	0.8	2.155172414	0.690193966	4.373922414	-33.6083874	-71.6244808
Valparaíso	Humedal Ojos de Mar--Laguna Llolleo sur	ESTUARIO	Reproductiva	3.844660194	2.631796117	5.222815534	0.8	4.805825243	3.289745146	6.528519417	-33.6083874	-71.6244808
Valparaíso	Ojos de Mar--Sector Dunas	ESTUARIO	No reproductiva	7.483870968	3.323387097	12.28951613	0.53	14.12051126	6.270541692	23.18776628	-33.6114963	-71.6273657
Valparaíso	Ojos de Mar--Sector Dunas	ESTUARIO	Reproductiva	12.375	8.857142857	16.14285714	0.53	23.3490566	16.7115903	30.45822102	-33.6114963	-71.6273657
Valparaíso	Llolleo--Laguna Llolleito	ESTUARIO	No reproductiva	0.738095238	0.167261905	1.476190476	0.8	0.922619048	0.209077381	1.845238095	-33.6118467	-71.6255248
Valparaíso	Llolleo--Laguna Llolleito	ESTUARIO	Reproductiva	2.086419753	1.259259259	2.950308642	0.8	2.608024691	1.574074074	3.687885802	-33.6118467	-71.6255248
Valparaíso	Llolleo--Comaco	ESTUARIO	No reproductiva	0.095238095	0	0.238095238	1	0.095238095	0	0.238095238	-33.613654	-71.625325
Valparaíso	Llolleo--Comaco	ESTUARIO	Reproductiva	2.111111111	1.296296296	3	1	2.111111111	1.296296296	3	-33.613654	-71.625325
Valparaíso	SN Humedal Río Maipo--Laguna	ESTUARIO	Reproductiva	0.821428571	0.214285714	1.571428571	1	0.821428571	0.214285714	1.571428571	-33.6169382	-71.6256422
Valparaíso	Estero El Sauce--Puente peatonal	ESTUARIO	No reproductiva	1.176470588	0	2.823529412	1	1.176470588	0	2.823529412	-33.6172042	-71.6233321
Valparaíso	Estero El Sauce--Puente peatonal	ESTUARIO	Reproductiva	1.966666667	0.234166667	4.3325	1	1.966666667	0.234166667	4.3325	-33.6172042	-71.6233321
Valparaíso	Río Maipo--Caleta	ESTUARIO	No reproductiva	20.42857143	3.333333333	46.3797619	0.8	25.53571429	4.166666667	57.97470238	-33.6188632	-71.6234444
Valparaíso	Río Maipo--Caleta	ESTUARIO	Reproductiva	7.294117647	1.297058824	14.43970588	0.8	9.117647059	1.621323529	18.04963235	-33.6188632	-71.6234444
Valparaíso	SN Humedal Río Maipo--Desembocadura	ESTUARIO	No reproductiva	107.4919942	93.09974527	124.6633188	1	107.4919942	93.09974527	124.6633188	-33.6198013	-71.6275442
Valparaíso	SN Humedal Río Maipo--Desembocadura	ESTUARIO	Reproductiva	46.47527675	41.82575646	51.3149631	1	46.47527675	41.82575646	51.3149631	-33.6198013	-71.6275442
Valparaíso	SN Humedal Río Maipo--Matorral dunario	ESTUARIO	No reproductiva	11.77639752	4.323291925	24.50714286	0.77	15.29402275	5.614664838	31.82745826	-33.6245899	-71.6299688
Valparaíso	SN Humedal Río Maipo--Matorral dunario	ESTUARIO	Reproductiva	10.15228426	7.397906091	13.26389594	0.77	13.18478476	9.607670249	17.22583888	-33.6245899	-71.6299688
Valparaíso	SN Humedal Río Maipo--Pajonal y lagunas estacionales	ESTUARIO	No reproductiva	7.851711027	3.810836502	12.53811787	0.77	10.19702731	4.949138314	16.28326996	-33.6255746	-71.6253229
Valparaíso	SN Humedal Río Maipo--Pajonal y lagunas estacionales	ESTUARIO	Reproductiva	6.997782705	3.742960089	11.24334812	0.77	9.088029487	4.860987128	14.6017508	-33.6255746	-71.6253229
Valparaíso	Playa Marbella	ARENA	No reproductiva	7.333333333	2.222222222	13.55055556	0.77	9.523809524	2.886002886	17.5981241	-33.6263704	-71.6326787
Valparaíso	Playa Marbella	ARENA	Reproductiva	7.21	4.93075	10.22875	0.77	9.363636364	6.403571429	13.28409091	-33.6263704	-71.6326787
Valparaíso	Santo Domingo--Mirador Valle del Mar	ARENA	No reproductiva	0.5	0	1.5	0.8	0.625	0	1.875	-33.6286293	-71.6330277
Valparaíso	Santo Domingo--Mirador Valle del Mar	ARENA	Reproductiva	0.6	0	1.3	0.8	0.75	0	1.625	-33.6286293	-71.6330277
Valparaíso	Lagunita Arturo Phillips	ARENA	Reproductiva	0.081967213	0	0.245901639	0.42	0.195160031	0	0.585480094	-33.6295391	-71.6257203
Valparaíso	Santo Domingo	ARENA	No reproductiva	0.130434783	0	0.391304348	1	0.130434783	0	0.391304348	-33.6358457	-71.6284561
Valparaíso	Santo Domingo	ARENA	Reproductiva	0.486486486	0.027027027	1.351351351	1	0.486486486	0.027027027	1.351351351	-33.6358457	-71.6284561
Valparaíso	Santo Domingo--Campo Dunar	ARENA	No reproductiva	0.1875	0	0.5625	1	0.1875	0	0.5625	-33.6484052	-71.6328765
Valparaíso	Santo Domingo--Campo Dunar	ARENA	Reproductiva	0.25	0	0.666666667	1	0.25	0	0.666666667	-33.6484052	-71.6328765
Valparaíso	Rocas de Santo Domingo--Playa	ARENA	No reproductiva	0.857142857	0	2.571428571	1	0.857142857	0	2.571428571	-33.6613533	-71.6372108
Valparaíso	Rocas de Santo Domingo--Playa	ARENA	Reproductiva	2.909090909	0.515151515	7.059090909	1	2.909090909	0.515151515	7.059090909	-33.6613533	-71.6372108
Valparaíso	RN El Yali--Borde costero	ARENA	No reproductiva	51	15.34444444	93.44444444	1	51	15.34444444	93.44444444	-33.750606	-71.7204666
Valparaíso	RN El Yali--Borde costero	ARENA	Reproductiva	32.06666667	12.405	53.99833333	1	32.06666667	12.405	53.99833333	-33.750606	-71.7204666
Valparaíso	RN El Yali [usar localidades específicas, por favor]	ARENA	No reproductiva	19.32258065	5.295967742	38.35322581	1	19.32258065	5.295967742	38.35322581	-33.7523188	-71.7111969
Valparaíso	RN El Yali [usar localidades específicas, por favor]	ARENA	Reproductiva	9.230769231	2.025641026	19.76602564	1	9.230769231	2.025641026	19.76602564	-33.7523188	-71.7111969
Valparaíso	RN El Yali--Laguna Albufera	ARENA	No reproductiva	51.89473684	35.62236842	70.02894737	1	51.89473684	35.62236842	70.02894737	-33.7592408	-71.7343712
Valparaíso	RN El Yali--Laguna Albufera	ARENA	Reproductiva	35.33018868	20.85188679	54.28089623	1	35.33018868	20.85188679	54.28089623	-33.7592408	-71.7343712
Valparaíso	Estero Maitenlahue--Desembocadura	ESTUARIO	No reproductiva	0.75	0	2.25	0.55	1.363636364	0	4.090909091	-33.836344	-71.8136787
Valparaíso	Estero Maitenlahue--Desembocadura	ESTUARIO	Reproductiva	2.444444444	0.336111111	5.777777778	0.55	4.444444444	0.611111111	10.50505051	-33.836344	-71.8136787
Libertador General Bernardo O'Higgins	Río Rapel--Desembocadura	ESTUARIO	No reproductiva	15.14285714	5.040816327	28.69285714	1	15.14285714	5.040816327	28.69285714	-33.9101723	-71.8347931
Libertador General Bernardo O'Higgins	Río Rapel--Desembocadura	ESTUARIO	Reproductiva	6.727272727	2.068181818	13.77159091	1	6.727272727	2.068181818	13.77159091	-33.9101723	-71.8347931
Libertador General Bernardo O'Higgins	La Boca--Mirador	ARENA	Reproductiva	3	0.222222222	7.883333333	0.85	3.529411765	0.261437908	9.274509804	-33.9141407	-71.8447996
Libertador General Bernardo O'Higgins	La Boca--Mirador	ARENA	No reproductiva	0	0	0	0.85	0	0	0	-33.9141407	-71.8447996
Libertador General Bernardo O'Higgins	La Boca	ARENA	No reproductiva	2.25	0	6.125	0.95	2.368421053	0	6.447368421	-33.9242465	-71.8462687
Libertador General Bernardo O'Higgins	La Boca	ARENA	Reproductiva	2.307692308	0	5.846153846	0.95	2.429149798	0	6.153846154	-33.9242465	-71.8462687
Libertador General Bernardo O'Higgins	Centinela del Mar	ARENA	No reproductiva	0.833333333	0	1.829166667	0.76	1.096491228	0	2.406798246	-33.9460123	-71.8605423
Libertador General Bernardo O'Higgins	Centinela del Mar	ARENA	Reproductiva	1.733333333	0.4	3.333333333	0.76	2.280701754	0.526315789	4.385964912	-33.9460123	-71.8605423
Libertador General Bernardo O'Higgins	Matanzas--Norte	ARENA	No reproductiva	1.181818182	0	2.909090909	1	1.181818182	0	2.909090909	-33.9561557	-71.8705483
Libertador General Bernardo O'Higgins	Matanzas	ARENA	No reproductiva	0.272727273	0	0.818181818	0.86	0.317124736	0	0.951374207	-33.9620796	-71.875295
Libertador General Bernardo O'Higgins	Matanzas	ARENA	Reproductiva	0.428571429	0	1.285714286	0.86	0.49833887	0	1.495016611	-33.9620796	-71.875295
Libertador General Bernardo O'Higgins	Islote de Pupuya	ROCA	No reproductiva	1	0	3	0.3	3.333333333	0	10	-33.9722996	-71.8934906
Libertador General Bernardo O'Higgins	Islote de Pupuya	ROCA	Reproductiva	0	0	0	0.3	0	0	0	-33.9722996	-71.8934906
Libertador General Bernardo O'Higgins	La Vega de Pupuya	ARENA	No reproductiva	3.745098039	2.686764706	4.941176471	1	3.745098039	2.686764706	4.941176471	-33.9869167	-71.8833308
Libertador General Bernardo O'Higgins	La Vega de Pupuya	ARENA	Reproductiva	3.206896552	2.103448276	4.688793103	1	3.206896552	2.103448276	4.688793103	-33.9869167	-71.8833308
Libertador General Bernardo O'Higgins	Puertecillo--Playa	ARENA	Reproductiva	2	0.2	4.195	1	2	0.2	4.195	-34.0733649	-71.9453592
Libertador General Bernardo O'Higgins	Puertecillo--Área estacionamiento	ARENA	Reproductiva	1.6	0	4.8	0.95	1.684210526	0	5.052631579	-34.089701	-71.9610715
Libertador General Bernardo O'Higgins	Estero de Topocalma--Desembocadura	ESTUARIO	No reproductiva	28.77777778	10.44722222	55.77222222	1	28.77777778	10.44722222	55.77222222	-34.1290711	-71.9859839
Libertador General Bernardo O'Higgins	Estero de Topocalma--Desembocadura	ESTUARIO	Reproductiva	13.88461538	8.886538462	19.22980769	1	13.88461538	8.886538462	19.22980769	-34.1290711	-71.9859839
Libertador General Bernardo O'Higgins	Playa Los Huachos	ARENA	Reproductiva	1	0	3	0.21	4.761904762	0	14.28571429	-34.1784521	-72.0007141
Libertador General Bernardo O'Higgins	Playa Panilonco	ARENA	Reproductiva	1.7	0.7	2.8	1	1.7	0.7	2.8	-34.2987242	-71.9727123
Libertador General Bernardo O'Higgins	Playa Alto Colorado	ROCA	Reproductiva	0.75	0	2.25	0.2	3.75	0	11.25	-34.3170868	-71.9763172
Libertador General Bernardo O'Higgins	Pichilemu--La Puntilla	ARENA	Reproductiva	0.142857143	0	0.428571429	0.85	0.168067227	0	0.504201681	-34.3805923	-72.0165622
Libertador General Bernardo O'Higgins	Pichilemu--La Puntilla	ARENA	No reproductiva	0	0	0	0.85	0	0	0	-34.3805923	-72.0165622
Libertador General Bernardo O'Higgins	Pichilemu--Laguna Petrel (Humedal Urbano)	ARENA	No reproductiva	37.02164502	26.62348485	49.65854978	1	37.02164502	26.62348485	49.65854978	-34.3824693	-71.9981289
Libertador General Bernardo O'Higgins	Pichilemu--Laguna Petrel (Humedal Urbano)	ARENA	Reproductiva	12.71382637	10.1159164	15.69879421	1	12.71382637	10.1159164	15.69879421	-34.3824693	-71.9981289
Libertador General Bernardo O'Higgins	Pichilemu--Playa	ARENA	No reproductiva	9.636363636	0	28.35	1	9.636363636	0	28.35	-34.3836312	-72.0110241
Libertador General Bernardo O'Higgins	Pichilemu--Playa	ARENA	Reproductiva	0.818181818	0.181818182	1.727272727	1	0.818181818	0.181818182	1.727272727	-34.3836312	-72.0110241
Libertador General Bernardo O'Higgins	Pichilemu	ARENA	No reproductiva	0.064516129	0	0.193548387	0.45	0.143369176	0	0.430107527	-34.3908333	-72.0237923
Libertador General Bernardo O'Higgins	Pichilemu	ARENA	Reproductiva	0.294117647	0	0.882352941	0.45	0.653594771	0	1.960784314	-34.3908333	-72.0237923
Libertador General Bernardo O'Higgins	Pichilemu--Playa Hermosa	ARENA	No reproductiva	6.75	0.5	18	1	6.75	0.5	18	-34.4040298	-72.029044
Libertador General Bernardo O'Higgins	Pichilemu--Playa Hermosa	ARENA	Reproductiva	1.871794872	0.948717949	3.102564103	1	1.871794872	0.948717949	3.102564103	-34.4040298	-72.029044
Libertador General Bernardo O'Higgins	Punta de Lobos--Roqueríos	ARENA	No reproductiva	1.066666667	0.44	1.933333333	0.6	1.777777778	0.733333333	3.222222222	-34.4263813	-72.047739
Libertador General Bernardo O'Higgins	Punta de Lobos--Roqueríos	ARENA	Reproductiva	0.96124031	0.596899225	1.379651163	0.6	1.602067183	0.994832041	2.299418605	-34.4263813	-72.047739
Libertador General Bernardo O'Higgins	Punta de Lobos--Llanos	ARENA	No reproductiva	2.894736842	1.736842105	4.105263158	0.45	6.432748538	3.859649123	9.122807018	-34.4278274	-72.0478338
Libertador General Bernardo O'Higgins	Punta de Lobos--Llanos	ARENA	Reproductiva	2.055555556	1.333333333	2.777777778	0.45	4.567901235	2.962962963	6.172839506	-34.4278274	-72.0478338
Libertador General Bernardo O'Higgins	Playa La Pancora	ARENA	No reproductiva	5.333333333	0	12	0.8	6.666666667	0	15	-34.4343102	-72.0447142
Libertador General Bernardo O'Higgins	Playa La Pancora	ARENA	Reproductiva	9	4.666666667	14.33333333	0.8	11.25	5.833333333	17.91666667	-34.4343102	-72.0447142
Libertador General Bernardo O'Higgins	Laguna El Perro	ARENA	No reproductiva	0.066666667	0	0.2	1	0.066666667	0	0.2	-34.4489097	-72.0268285
Libertador General Bernardo O'Higgins	Cáhuil--Pueblo	ARENA	Reproductiva	13.75	0.666666667	34.575	0.3	45.83333333	2.222222222	115.25	-34.4781377	-72.0157046
Libertador General Bernardo O'Higgins	Estero Nilahue--Desembocadura	ARENA	No reproductiva	62.39622642	35.26462264	96.5504717	0.7	89.13746631	50.37803235	137.9292453	-34.4786137	-72.0225048
Libertador General Bernardo O'Higgins	Estero Nilahue--Desembocadura	ARENA	Reproductiva	14.36619718	8.088380282	22.56338028	0.7	20.52313883	11.55482897	32.2334004	-34.4786137	-72.0225048
Libertador General Bernardo O'Higgins	Estero Nilahue--Salinas de Cáhuil poniente	ARENA	No reproductiva	0.448275862	0	1.068965517	0.7	0.640394089	0	1.527093596	-34.4886218	-72.0085822
Libertador General Bernardo O'Higgins	Estero Nilahue--Salinas de Cáhuil poniente	ARENA	Reproductiva	3.162162162	0.568243243	6.458108108	0.7	4.517374517	0.811776062	9.225868726	-34.4886218	-72.0085822
Libertador General Bernardo O'Higgins	Playa El Pangal	ARENA	Reproductiva	5.166666667	2	9	1	5.166666667	2	9	-34.4963588	-72.0262009
Libertador General Bernardo O'Higgins	Estero Paredones--Desembocadura	ESTUARIO	No reproductiva	3.181818182	1.151515152	5.908333333	0.5	6.363636364	2.303030303	11.81666667	-34.640026	-72.042367
Libertador General Bernardo O'Higgins	Estero Paredones--Desembocadura	ESTUARIO	Reproductiva	2	1.188405797	3.072101449	0.5	4	2.376811594	6.144202899	-34.640026	-72.042367
Libertador General Bernardo O'Higgins	Estero San Pedro de Alcántara--Desembocadura (Boyecura)	ESTUARIO	Reproductiva	0.7	0	1.8	0.8	0.875	0	2.25	-34.6874856	-72.055378
Libertador General Bernardo O'Higgins	Estero San Pedro de Alcántara--Desembocadura (Boyecura)	ESTUARIO	No reproductiva	0	0	0	0.8	0	0	0	-34.6874856	-72.055378
Maule	Boyeruca--Costa	ESTUARIO	Reproductiva	0.857142857	0	2.571428571	0.63	1.360544218	0	4.081632653	-34.687168	-72.0580816
Maule	Boyeruca--Costa	ESTUARIO	No reproductiva	0	0	0	0.63	0	0	0	-34.687168	-72.0580816
Maule	Boyeruca	ESTUARIO	Reproductiva	2.666666667	0	8	0.5	5.333333333	0	16	-34.6879045	-72.049989
Maule	Estero de Llico--Desembocadura	ESTUARIO	No reproductiva	4.268292683	1.365853659	7.876829268	0.3	14.22764228	4.552845528	26.25609756	-34.7544129	-72.0832515
Maule	Estero de Llico--Desembocadura	ESTUARIO	Reproductiva	2.695652174	1.06576087	4.694565217	0.3	8.985507246	3.552536232	15.64855072	-34.7544129	-72.0832515
Maule	Estero de Llico	ESTUARIO	Reproductiva	0.5	0	1.4	0.7	0.714285714	0	2	-34.7628554	-72.079711
Maule	Estero de Llico--Llico	ESTUARIO	Reproductiva	0.5	0	1.25	0.9	0.555555556	0	1.388888889	-34.7651979	-72.0745897
Maule	Lipimávida	ARENA	No reproductiva	0.222222222	0	0.666666667	0.75	0.296296296	0	0.888888889	-34.8332854	-72.1442127
Maule	Lipimávida	ARENA	Reproductiva	0.545454545	0	1.545454545	0.75	0.727272727	0	2.060606061	-34.8332854	-72.1442127
Maule	Playa entre Duao y Lipimavida	ARENA	Reproductiva	1.083333333	0	2.666666667	0.9	1.203703704	0	2.962962963	-34.8607344	-72.1475079
Maule	Caleta de Duao	ARENA	No reproductiva	0.666666667	0	2	1	0.666666667	0	2	-34.8811784	-72.1584231
Maule	Caleta de Duao	ARENA	Reproductiva	1.714285714	0.142857143	4	1	1.714285714	0.142857143	4	-34.8811784	-72.1584231
Maule	Estero El Guapi--Desembocadura	ARENA	Reproductiva	6.333333333	5	8	1	6.333333333	5	8	-34.9232696	-72.1820519
Maule	Iloca	ARENA	No reproductiva	3	0	6.6	1	3	0	6.6	-34.9318455	-72.1821844
Maule	Iloca	ARENA	Reproductiva	2.277777778	1.001388889	3.611111111	1	2.277777778	1.001388889	3.611111111	-34.9318455	-72.1821844
Maule	Estero Iloca--Desembocadura	ARENA	No reproductiva	5.714285714	3.357142857	8.142857143	0.88	6.493506494	3.814935065	9.253246753	-34.9478179	-72.1869242
Maule	Estero Iloca--Desembocadura	ARENA	Reproductiva	5.111111111	3.527777778	6.805555556	0.88	5.808080808	4.008838384	7.733585859	-34.9478179	-72.1869242
Maule	Iloca--La Pesca	ESTUARIO	No reproductiva	115.2	3.6	309.6	1	115.2	3.6	309.6	-34.9717289	-72.1847892
Maule	Iloca--La Pesca	ESTUARIO	Reproductiva	9.5	3.6025	18.0975	1	9.5	3.6025	18.0975	-34.9717289	-72.1847892
Maule	Río Mataquito--Piedra el Peñón	ESTUARIO	No reproductiva	37.22222222	10.06805556	79.93888889	0.6	62.03703704	16.78009259	133.2314815	-34.9821838	-72.1817636
Maule	Río Mataquito--Piedra el Peñón	ESTUARIO	Reproductiva	10.83333333	6.666666667	16.16527778	0.6	18.05555556	11.11111111	26.94212963	-34.9821838	-72.1817636
Maule	Río Mataquito--Desembocadura	ESTUARIO	No reproductiva	184.6324786	130.5074786	247.1382479	1	184.6324786	130.5074786	247.1382479	-34.9909099	-72.182579
Maule	Río Mataquito--Desembocadura	ESTUARIO	Reproductiva	123.2606061	46.75909091	259.1540909	1	123.2606061	46.75909091	259.1540909	-34.9909099	-72.182579
Maule	Laguna La Trinchera	ARENA	No reproductiva	3	1.151515152	5.54469697	1	3	1.151515152	5.54469697	-35.1056557	-72.1962154
Maule	Laguna La Trinchera	ARENA	Reproductiva	9.48	3.581	17.8185	1	9.48	3.581	17.8185	-35.1056557	-72.1962154
Maule	Río Huenchullami--Desembocadura	ARENA	No reproductiva	135.1688312	70.80876623	212.9068182	1	135.1688312	70.80876623	212.9068182	-35.1189257	-72.2085857
Maule	Río Huenchullami--Desembocadura	ARENA	Reproductiva	25.73154362	18.8192953	33.85805369	1	25.73154362	18.8192953	33.85805369	-35.1189257	-72.2085857
Maule	Cuchi--Dunas	ARENA	Reproductiva	2.142857143	0	5.571428571	1	2.142857143	0	5.571428571	-35.162091	-72.2689676
Maule	Humedal Junquillar	ARENA	No reproductiva	88.29411765	9.185294118	206.9323529	1	88.29411765	9.185294118	206.9323529	-35.2461799	-72.3905468
Maule	Humedal Junquillar	ARENA	Reproductiva	10.28571429	4.682142857	16.89285714	1	10.28571429	4.682142857	16.89285714	-35.2461799	-72.3905468
Maule	Playa Quivolgo	ARENA	No reproductiva	2	2	2	1	2	2	2	-35.283074	-72.4020887
Maule	Playa Quivolgo	ARENA	Reproductiva	0	0	0	1	0	0	0	-35.283074	-72.4020887
Maule	Quivolgo	ESTUARIO	No reproductiva	1	0	2	0.8	1.25	0	2.5	-35.3169286	-72.3977566
Maule	Quivolgo	ESTUARIO	Reproductiva	2.714285714	0.571428571	5.428571429	0.8	3.392857143	0.714285714	6.785714286	-35.3169286	-72.3977566
Maule	SN Las Rocas de Constitución	ESTUARIO	No reproductiva	0.833333333	0	2.333333333	0.6	1.388888889	0	3.888888889	-35.3173292	-72.4156391
Maule	SN Las Rocas de Constitución	ESTUARIO	Reproductiva	1.1	0.4	2	0.6	1.833333333	0.666666667	3.333333333	-35.3173292	-72.4156391
Maule	Río Maule--Desembocadura	ESTUARIO	No reproductiva	23.19148936	10.5106383	41.02074468	0.6	38.65248227	17.5177305	68.3679078	-35.3197475	-72.4051809
Maule	Río Maule--Desembocadura	ESTUARIO	Reproductiva	6.088607595	4.227848101	8.176898734	0.6	10.14767932	7.046413502	13.62816456	-35.3197475	-72.4051809
Maule	Constitución--Playa El Carbón	ARENA	No reproductiva	1	0	3	1	1	0	3	-35.32298	-72.4236131
Maule	Constitución--Playa El Carbón	ARENA	Reproductiva	1.75	0.375	3.75	1	1.75	0.375	3.75	-35.32298	-72.4236131
Maule	Constitución--Parque de Mitigación Fluvial	ESTUARIO	No reproductiva	0.111111111	0	0.333333333	0.6	0.185185185	0	0.555555556	-35.3255862	-72.4075949
Maule	Constitución--Parque de Mitigación Fluvial	ESTUARIO	Reproductiva	0.95	0.1	1.89875	0.6	1.583333333	0.166666667	3.164583333	-35.3255862	-72.4075949
Maule	Constitución--Piedra de la Iglesia	ARENA	No reproductiva	1.162162162	0	3.135135135	0.73	1.592002962	0	4.294705665	-35.3289912	-72.4337196
Maule	Constitución--Piedra de la Iglesia	ARENA	Reproductiva	1.254901961	0.549019608	2.156862745	0.73	1.719043782	0.752081655	2.9546065	-35.3289912	-72.4337196
Maule	Rocas de Calabocillos	ARENA	No reproductiva	0.222222222	0	0.666666667	0.85	0.261437908	0	0.784313725	-35.3308054	-72.4348515
Maule	Rocas de Calabocillos	ARENA	Reproductiva	0.642857143	0	1.641071429	0.85	0.756302521	0	1.930672269	-35.3308054	-72.4348515
Maule	Playa Calabocillos	ARENA	No reproductiva	0.75	0	2.25	0.85	0.882352941	0	2.647058824	-35.3341645	-72.4350828
Maule	Playa Calabocillos	ARENA	Reproductiva	0	0	0	0.85	0	0	0	-35.3341645	-72.4350828
Maule	Playa Potrerillos	ARENA	No reproductiva	0	0	0	0	0	0	0	-35.3442169	-72.4381131
Maule	Playa Potrerillos	ARENA	Reproductiva	0	0	0	0	0	0	0	-35.3442169	-72.4381131
Maule	Puerto Constitución	ARENA	Reproductiva	0.333333333	0	1	0.8	0.416666667	0	1.25	-35.3579938	-72.454819
